keyid,name,secid,sub_secid
9179,discharge devices,6556,6587
9178,protection devices,6556,6587
9177,piezoelectric devices,6556,6587
9176,mechanical accessories,6556,6587
9175,display technologies,6556,6587
9174,integrated circuits,6556,6587
9173,terminals and connectors,6556,6587
9172,vacuum tubes,6556,6587
9171,piezoelectric crystals,6556,6587
9170,power sources,6556,6587
9169,transducers,6556,6587
9168,passive components,6556,6587
9167,electromechanical,6556,6587
9166,prototyping aids,6556,6587
9165,networks,6556,6587
9164,piezoelectric resonators,6556,6587
9163,memristor,6556,6587
9162,antennas,6556,6587
9161,magnetic devices,6556,6587
9160,sensors,6556,6587
9159,optoelectronic devices,6556,6587
9158,obsolete,6556,6587
9157,switches,6556,6587
9156,capacitors,6556,6587
9155,assemblies| modules,6556,6587
9154,diodes,6556,6587
9153,operations,6556,6583
9152,logistics,6556,6583
9151,command,6556,6583
9150,aircraft,6556,6583
9149,defense capability development,6556,6583
9148,science,6556,6583
9147,spacecraft,6556,6583
9146,aerospace engineering,6556,6583
9145,intelligence,6556,6583
9144,space exploration,6556,6583
9143,personnel,6556,6583
9142,space agencies,6556,6583
9141,astronautics,6556,6583
9140,aerodynamics engineering,6556,6583
9139,economics,6556,6583
9138,aeronautic engineering,6556,6583
9137,performance assessment,6556,6583
9136,design,6556,6585
9135,repair,6556,6585
9134,demolition,6556,6585
9133,materials procurement,6556,6585
9132,renovation,6556,6585
9131,tool,6556,6593
9130,assembly line,6556,6593
9129,industrial process,6556,6593
9128,sawmill equipment,6556,6593
9127,hardware,6556,6593
9126,mining equipment,6556,6593
9125,paper mill equipment,6556,6593
9124,machine,6556,6593
9123,water wheel,6556,6593
9122,oil refinery equipment,6556,6593
9121,agricultural equipment,6556,6593
9120,bessemer process equipment,6556,6593
9119,packaging and labeling equipment,6556,6593
9118,industrial robot,6556,6593
9117,food processing,6556,6593
9116,manufacturing equipment,6556,6593
9115,smelter,6556,6593
9114,machine tool,6556,6593
9113,heavy equipment,6556,6593
9112,mulch tiller,6556,6592
9111,rock windrower,6556,6592
9110,conveyor analyzer,6556,6592
9109,stone picker,6556,6592
9108,farm truck,6556,6592
9107,rotator,6556,6592
9106,roller,6556,6592
9105,rototiller,6556,6592
9104,conveyor belt,6556,6592
9103,milking pipeline,6556,6592
9102,feed grinder,6556,6592
9101,chillcuring,6556,6592
9100,grain cart,6556,6592
9099,harvestor,6556,6592
9098,milking machine,6556,6592
9097,rotavator,6556,6592
9096,bale splitter,6556,6592
9095,cotton picker,6556,6592
9094,harrow,6556,6592
9093,buckrake,6556,6592
9092,hedge trimmer,6556,6592
9091,allen scythe,6556,6592
9090,destoner,6556,6592
9089,grain dryer,6556,6592
9088,bedtiller,6556,6592
9087,cultivator,6556,6592
9086,aquatic weed harvester,6556,6592
9085,mixer-wagon,6556,6592
9084,cultipacker,6556,6592
9083,trailer,6556,6592
9082,livestock trailer,6556,6592
9081,post driver,6556,6592
9080,rotary tiller,6556,6592
9079,bulk tank,6556,6592
9078,two-wheel tractor,6556,6592
9077,mulching machine,6556,6592
9076,tracked tractor,6556,6592
9075,yard scraper,6556,6592
9074,subsoiler,6556,6592
9073,strip till toolbar,6556,6592
9072,hedge cutter,6556,6592
9071,rock rake,6556,6592
9070,shear grab,6556,6592
9069,chisel plow,6556,6592
9068,plow,6556,6592
9067,power tiller,6556,6592
9066,gypcrete,6556,6584
9065,fabric,6556,6584
9064,concrete,6556,6584
9063,foam,6556,6584
9062,papers and membranes,6556,6584
9061,fired bricks ,6556,6584
9060,plastics,6556,6584
9059,cement composites,6556,6584
9058,glass,6556,6584
9057,metal,6556,6584
9056,ceramics,6556,6584
9055,clay blocks,6556,6584
9054,coal beds ,6554,6562
9053,petroleum coke,6554,6562
9052,coke,6554,6562
9051,low-sulfur,6554,6562
9050,anthracite,6554,6562
9049,pet coke,6554,6562
9048,sub-bituminous coal,6554,6562
9047,biodegradation,6554,6562
9046,oxidation,6554,6562
9045,coal seams,6554,6562
9044,nitrogen,6554,6562
9043,peat,6554,6562
9042,oxygen,6554,6562
9041,sulphur,6554,6562
9040,low-ash,6554,6562
9039,hydrogen,6554,6562
9038,lignite,6554,6562
9037,carbon,6554,6562
9036,bituminous coal,6554,6562
9035,fossil fuel,6554,6562
9034,natural gas refining,6554,6561
9033,nuclear energy,6554,6561
9032,oil refining,6554,6561
9031,aviation refueling,6554,6561
9030,oil marketing,6554,6561
9029,coal mining,6554,6561
9028,electric energy,6554,6561
9027,storage and distribution,6554,6561
9026,storage and distribution,6554,6560
9025,aviation refueling,6554,6560
9024,natural gas refining,6554,6560
9023,electric energy,6554,6560
9022,oil marketing,6554,6560
9021,nuclear energy,6554,6560
9020,oil refining,6554,6560
9019,coal mining,6554,6560
9018,drilling,6554,6559
9017,rock ,6554,6559
9016,gas reserve,6554,6559
9015,oil reserves,6554,6559
9014,deepwater drilling,6554,6558
9013,semi-submersible,6554,6558
9012,oil platform,6554,6558
9011,submarine pipeline,6554,6558
9010,offshore geotechnical engineering,6554,6558
9009,drillship,6554,6558
9008,oil drilling,6554,6558
9007,jackup barge,6554,6558
9006,shallow water drilling,6554,6558
9005,deep sea mining,6554,6558
9004,jackup barge,6554,6556
9003,submarine pipeline,6554,6556
9002,semi-submersible,6554,6556
9001,drillship,6554,6556
9000,oil drilling,6554,6556
8999,offshore geotechnical engineering,6554,6556
8998,shallow water drilling,6554,6556
8997,deep sea mining,6554,6556
8996,deepwater drilling,6554,6556
8995,oil platform,6554,6556
8994,oil drilling,6554,6555
8993,jackup barge,6554,6555
8992,deepwater drilling,6554,6555
8991,oil platform,6554,6555
8990,drillship,6554,6555
8989,deep sea mining,6554,6555
8988,offshore geotechnical engineering,6554,6555
8987,shallow water drilling,6554,6555
8986,semi-submersible,6554,6555
8985,submarine pipeline,6554,6555
8984,bedding products,6566,6677
8983,home laundry products,6566,6677
8982,kitchen & dining products,6566,6677
8981,gardening products,6566,6677
8980,watch & clock repair services,6566,6677
8979,cooking products,6566,6677
8978,home furniture,6566,6677
8977,home heating & cooling products,6566,6677
8976,home & garden products,6566,6677
8975,home improvement & maintenance products,6566,6677
8974,home safety & security products,6566,6677
8973,doorbells & door knockers,6566,6677
8972,residential cleaning products,6566,6677
8971,bathroom products,6566,6677
8970,home storage & organization products,6566,6677
8969,kitchen & bathroom cabinets,6566,6677
8968,water filters,6566,6677
8967,patio products,6566,6677
8966,home appliances,6566,6677
8965,lights & lighting products,6566,6677
8964,home décor,6566,6677
8963,shaving products,6566,6678
8962,toiletries,6566,6678
8961,cosmetics,6566,6678
8960,skin care,6566,6678
8959,make-up,6566,6678
8958,hair care,6566,6678
8957,oral care,6566,6678
8956,medical,6566,6678
8955,spa,6566,6678
8954,grooming,6566,6678
8953,sun care,6566,6678
8952,body art,6566,6678
8951,fashion,6566,6678
8950,nail care,6566,6678
8949,fragrances,6566,6678
8948,tanning,6566,6678
8947,insect repellent,6566,6678
8946,hygiene,6566,6678
8945,perfumes,6566,6678
8944,teen media & publications,6562,6648
8943,reference materials & resources,6562,6648
8942,political news & media,6562,6648
8941,women's interests media & publications,6562,6648
8940,books & literature,6562,6648
8939,magazines & magazine subscriptions,6562,6648
8938,vehicle media & publications,6562,6648
8937,newspapers,6562,6648
8936,publishing,6562,6648
8935,online media,6562,6648
8934,weather forecast,6562,6648
8933,world news & media,6562,6648
8932,health media & publications,6562,6648
8931,apparel media & publications,6562,6648
8930,men's interests media & publications,6562,6648
8929,local news| media & publications,6562,6648
8928,celebrities & entertainment news,6562,6648
8927,events| shows & cultural attractions,6562,6647
8926,offbeat entertainment,6562,6647
8925,video production,6562,6647
8924,entertainment media retailers,6562,6647
8923,video distribution,6562,6647
8922,movies & films,6562,6647
8921,music & audio,6562,6647
8920,event entertainment,6562,6647
8919,integrated record production,6562,6647
8918,entertainment industry,6562,6647
8917,cartoons,6562,6647
8916,fun & trivia,6562,6647
8915,motion picture theaters,6562,6647
8914,sports entertainment,6562,6647
8913,sound recording studios,6562,6647
8912,record production,6562,6647
8911,arts & entertainment awards,6562,6647
8910,humor & jokes,6562,6647
8909,comics & graphic novels,6562,6647
8908,music publishers,6562,6647
8907,post production services,6562,6647
8906,tv & video,6562,6647
8905,other sound recording industries,6562,6647
8904,teleproduction services,6562,6647
8903,visual art & design,6562,6647
8902,drive-in motion picture theaters,6562,6647
8901,motion picture production,6562,6647
8900,motion picture distribution,6562,6647
8899,dth,6562,6646
8898,cable television,6562,6646
8897,satellite,6562,6646
8896,direct to home television,6562,6646
8895,broadcasting,6562,6645
8894,web search,6562,6645
8893,data processing,6562,6645
8892,libraries and archives,6562,6645
8891,hosting,6562,6645
8890,internet publishing portal,6562,6645
8889,news syndicates,6562,6645
8888,advertising agencies,6562,6644
8887,media representatives,6562,6644
8886,outdoor advertising,6562,6644
8885,public relations agencies,6562,6644
8884,media buying agencies,6562,6644
8883,direct mail advertising,6562,6644
8882,advertising material distribution,6562,6644
8881,shank,6560,6633
8880,sneakers,6560,6633
8879,boots,6560,6633
8878,traditional footwear,6560,6633
8877,outsole,6560,6633
8876,tack,6560,6633
8875,tread,6560,6633
8874,indoor footwear,6560,6633
8873,insole,6560,6633
8872,socks,6560,6633
8871,sandals,6560,6633
8870,flip-flops,6560,6633
8869,specific footwear,6560,6633
8868,sole,6560,6633
8867,shoes,6560,6633
8866,welt,6560,6633
8865,laces,6560,6633
8864,perfumes,6560,6632
8863,accessories,6560,6632
8862,handbags,6560,6632
8861,suitcase,6560,6632
8860,womenswear,6560,6632
8859,cosmetics,6560,6632
8858,jewelry,6560,6632
8857,luggage,6560,6632
8856,fidelity,6560,6632
8855,watch,6560,6632
8854,wine,6560,6632
8853,clothes,6560,6632
8852,yacht,6560,6632
8851,personal care,6560,6632
8850,bags,6560,6632
8849,menswear,6560,6632
8848,watches,6560,6632
8847,art equipment,6560,6630
8846,digital products,6560,6630
8845,photography lenses,6560,6630
8844,digital video ,6560,6630
8843,video equipment,6560,6630
8842,accessories,6560,6630
8841,cameras,6560,6630
8840,film equipment,6560,6630
8839,digital cameras,6560,6630
8838,studio ,6560,6630
8837,editing equipment,6560,6630
8836,mirror,6560,6628
8835,dryers,6560,6628
8834,cabinets,6560,6628
8833,dishwashers,6560,6628
8832,umbrellas,6560,6628
8831,books,6560,6628
8830,mixers,6560,6628
8829,sewing machines,6560,6628
8828,mattresses,6560,6628
8827,sheets,6560,6628
8826,rugs,6560,6628
8825,wardrobes,6560,6628
8824,hutches,6560,6628
8823,clothes dryers,6560,6628
8822,blankets,6560,6628
8821,silverware,6560,6628
8820,coffee makers,6560,6628
8819,hand tools,6560,6628
8818,freezers,6560,6628
8817,ironing boards,6560,6628
8816,baking dishes,6560,6628
8815,bedframes,6560,6628
8814,futons,6560,6628
8813,towels,6560,6628
8812,sectionals,6560,6628
8811,table linens,6560,6628
8810,decorative items,6560,6628
8809,drapes,6560,6628
8808,stereos,6560,6628
8807,linens,6560,6628
8806,fans,6560,6628
8805,medical equipment,6560,6628
8804,televisions,6560,6628
8803,lawn chairs,6560,6628
8802,refrigerators,6560,6628
8801,irons,6560,6628
8800,entertainment centers,6560,6628
8799,toys,6560,6628
8798,radios,6560,6628
8797,dishes,6560,6628
8796,sofas,6560,6628
8795,curtains,6560,6628
8794,can openers,6560,6628
8793,vacuum cleaners,6560,6628
8792,microwave ovens,6560,6628
8791,desks,6560,6628
8790,space heaters,6560,6628
8789,pots,6560,6628
8788,sofa beds,6560,6628
8787,curtain rods,6560,6628
8786,washer,6560,6628
8785,lamps,6560,6628
8784,tables,6560,6628
8783,toaster ovens,6560,6628
8782,drinking glasses,6560,6628
8781,cooking utensils,6560,6628
8780,robotics,6560,6628
8779,beds,6560,6628
8778,dressers,6560,6628
8777,air conditioners,6560,6628
8776,toasters,6560,6628
8775,pans,6560,6628
8774,blenders,6560,6628
8773,pillows,6560,6628
8772,chairs,6560,6628
8771,notions,6560,6628
8770,bedding,6560,6628
8769,bookcases,6560,6628
8768,couches,6560,6628
8767,computers,6560,6628
8766,trash compactors,6560,6627
8765,washing machines,6560,6627
8764,microwave ovens,6560,6627
8763,freezers,6560,6627
8762,kitchen stoves,6560,6627
8761,water heaters,6560,6627
8760,air conditioners,6560,6627
8759,dishwashers,6560,6627
8758,refrigerators,6560,6627
8757,drying cabinets,6560,6627
8756,induction cookers,6560,6627
8755,clothes dryers,6560,6627
8754,service providers,6560,6626
8753,artizans,6560,6626
8752,residential building,6560,6626
8751,multi-storey building,6560,6626
8750,apartment building,6560,6626
8749,labour,6560,6626
8748,contractors,6560,6626
8747,buffet,6560,6625
8746,sectional,6560,6625
8745,cabinet,6560,6625
8744,nest - furniture,6560,6625
8743,bedstead,6560,6625
8742,wall unit,6560,6625
8741,dresser,6560,6625
8740,furnishing,6560,6625
8739,dining-room furniture,6560,6625
8738,chest of drawers,6560,6625
8737,counter,6560,6625
8736,chattel,6560,6625
8735,hallstand,6560,6625
8734,seat,6560,6625
8733,sheraton,6560,6625
8732,lawn furniture,6560,6625
8731,baby bed,6560,6625
8730,wardrobe,6560,6625
8729,cabinetry,6560,6625
8728,wash-hand stand,6560,6625
8727,rugs,6560,6625
8726,rosemaling,6560,6625
8725,bureau,6560,6625
8724,office furniture,6560,6625
8723,cabinetwork,6560,6625
8722,bedframe,6560,6625
8721,bookcase,6560,6625
8720,personal chattel,6560,6625
8719,sideboard,6560,6625
8718,table,6560,6625
8717,sleeper,6560,6625
8716,lamp,6560,6625
8715,fitment,6560,6625
8714,washstand,6560,6625
8713,chest,6560,6625
8712,bedroom furniture,6560,6625
8711,press,6560,6625
8710,etagere,6560,6625
8709,closet,6560,6625
8708,mineral textiles,6560,6634
8707,coverings for tables,6560,6634
8706,beds,6560,6634
8705,spandex,6560,6634
8704,weaving,6560,6634
8703,towels ,6560,6634
8702,acrylic,6560,6634
8701,lurex,6560,6634
8700,felting goods,6560,6634
8699,lyocell,6560,6634
8698,upholstered furnishings,6560,6634
8697,window shades,6560,6634
8696,carbon fibre,6560,6634
8695,clothing,6560,6634
8694,synthetic textiles,6560,6634
8693,nylon,6560,6634
8692,plant textiles,6560,6634
8691,aramid fibre,6560,6634
8690,knot goods,6560,6634
8689,olefin fibre,6560,6634
8688,glass fibre ,6560,6634
8687,carpet,6560,6634
8686,crochet goods,6560,6634
8685,bags,6560,6634
8684,metal fibre,6560,6634
8683,knitted goods,6560,6634
8682,animal textiles,6560,6634
8681,polyester fibre,6560,6634
8680,ingeo ,6560,6634
8679,basket,6560,6634
8678,battery,6560,6624
8677,cable,6560,6624
8676,audio,6560,6624
8675,voip ,6560,6624
8674,multiplayer,6560,6624
8673,pc ,6560,6624
8672,landline ,6560,6624
8671,phone ,6560,6624
8670,tv,6560,6624
8669,sms ,6560,6624
8668,stereo ,6560,6624
8667,xbox,6560,6624
8666,charge,6560,6624
